,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
4437,친친약국,"서울특별시 금천구 가산디지털1로 151, 이노플렉스1차 103-1호 (가산동)",02-866-9228,Y,N,1500,None
4438,칠성약국,서울특별시 구로구 부일로15길 4 (궁동),02-2618-6465,Y,N,1800,None
4439,칠칠약국,서울특별시 중랑구 동일로 778 (중화동),02-435-9460,Y,N,2100,None
4440,카톨릭대학약국,"서울특별시 동대문구 왕산로 178, 1층 (전농동)",02-957-9550,Y,N,1700,None
4441,캐슬온누리약국,서울특별시 종로구 종로 347,02-3672-0305,Y,N,1600,None
4442,캠브리지5층약국,서울특별시 강남구 테헤란로 110 5층 일부,02-552-9319,Y,N,1530,None
4443,케이약국,"서울특별시 서대문구 통일로27길 5, 1층 4호 (홍제동)",02-511-8806,Y,N,1830,None
4444,케이약국,"서울특별시 강남구 도산대로12길 6, 1층 (논현동)",02-511-8806,Y,N,1830,None
4445,케이약국,"서울특별시 서대문구 통일로27길 5, 1층 4호 (홍제동)",02-511-8806,Y,N,1830,None
4446,케이팜약국,서울특별시 강남구 도곡로 405,02-501-5779,Y,Y,1930,1900
4447,코끼리약국,"서울특별시 금천구 금하로 720, 에벤에셀프라자 (시흥동)",02-809-8890,Y,N,1400,None
4448,코끼리약국,"서울특별시 강남구 도산대로 110, 지하 101호(논현동, KBL센터)",02-512-0380,Y,N,1400,None
4449,코끼리약국,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 103호 (천왕동)",02-2066-7525,Y,N,1800,None
4450,코끼리약국,"서울특별시 용산구 보광로 30, 2층 (보광동)",02-796-0484,Y,N,1430,None
4451,코끼리약국,"서울특별시 송파구 석촌호수로 78 (잠실동, 1층 30호)",02-420-2290,Y,Y,2230,2230
4452,코끼리약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 1층 110호 (명일동)",02-442-4872,Y,N,1530,None
4453,코리아약국,"서울특별시 강북구 삼양로 308, 진주빌딩 104호 (수유동)",02-980-3033,Y,N,1400,None
4454,코리아약국,"서울특별시 강북구 삼양로 308, 진주빌딩 104호 (수유동)",02-980-3033,Y,N,1400,None
4455,코리아약국,"서울특별시 강남구 선릉로 34, 1층 (개포동)",02-572-6123,Y,Y,1630,1330
4456,코리아약국,"서울특별시 강서구 강서로 323, 1층 102호 (내발산동)",02-2661-6123,Y,N,1700,None
4457,코아약국,"서울특별시 동대문구 이문로 30, 1층 (휘경동)",02-959-6380,Y,N,1600,None
4458,코코약국,"서울특별시 강동구 상일로 55, 202호 (상일동)",02-441-7581,Y,Y,1300,1300
4459,코코약국,서울특별시 중구 을지로 56  (을지로2가),02-752-3700,Y,Y,2100,2100
4460,코코약국,"서울특별시 양천구 등촌로 32, 목동태영프라자 106호 (목동)",02-2649-0998,Y,N,1430,None
4461,코코약국,서울특별시 강남구 논현로28길 48  (도곡동),02-573-6152,Y,N,1600,None
4462,코코온누리약국,서울특별시 성동구 아차산로 48(성수동1가),02-465-9995,Y,N,1500,None
4463,코코온누리약국,서울특별시 강남구 강남대로 406 ,02-539-1500,Y,N,1900,None
4464,크로바약국,"서울특별시 동대문구 망우로 80, 1층 (휘경동)",02-2217-7682,N,Y,None,1830
4465,크리닉약국,"서울특별시 강서구 강서로 261, 연세내외과의원 2층 3호 (내발산동)",02-2695-8414,Y,N,1600,None
4466,크리스마스약국,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 2층 2A02호 (잠실동)",02-424-1225,Y,Y,1300,1300
4467,큰길약국,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",025531517,Y,Y,2330,2330
4468,큰나무약국,"서울특별시 강남구 압구정로 316, 영진빌딩 1층 (신사동)",02-512-2165,Y,N,1900,None
4469,큰덕약국,서울특별시 강서구 강서로47가길 16,02-2664-0717,Y,Y,1400,1900
4470,큰사랑약국,서울특별시 성북구 동소문로 66 (동소문동3가),02-922-9721,Y,N,1300,None
4471,큰사랑약국,"서울특별시 구로구 구로동로26길 119, 1층 (구로동, 정엽빌딩)",02-865-1862,Y,N,1700,None
4472,큰사랑약국,"서울특별시 은평구 응암로 166, (응암동)",02-374-3075,Y,N,1300,None
4473,큰사랑약국,서울특별시 송파구 동남로 211  (가락동),02-448-8450,Y,N,1700,None
4474,큰사랑약국,"서울특별시 중랑구 용마산로117길 45, 1층 (망우동)",02-433-2902,Y,N,1900,None
4475,큰사랑약국,"서울특별시 강동구 상암로 44, 1층 (천호동, 유정빌딩)",02-488-6763,Y,N,2100,None
4476,클래시안약국,"서울특별시 영등포구 신길로28길 9, B1층 1호 (신길동, 힐스테이트 클래시안)",02-6368-7490,Y,Y,1400,1400
4477,클로버약국,서울특별시 서대문구 연희로 117,02-325-6597,Y,N,1400,None
4478,클로버팜약국,"서울특별시 중랑구 사가정로49길 49, 1층 (면목동)",02-434-7184,Y,N,1300,None
4479,키즈약국,서울특별시 강서구 강서로47가길 6,02-2661-8158,Y,N,1300,None
4480,키즈플러스약국,서울특별시 송파구 올림픽로 240,02-411-0187,Y,Y,1800,2000
4481,킴스약국,"서울특별시 서초구 잠원로 69, 1층 (잠원동,킴스클럽)",02-537-5716,Y,Y,2100,2100
4482,킴스팜대보약국,"서울특별시 동대문구 휘경로3길 4, 이문동빌딩 1층 (이문동)",02-962-9366,Y,N,1530,None
4483,타운약국,"서울특별시 은평구 통일로 855-8, 연신내진원와이타운 102호 (갈현동)",02-356-8647,Y,N,2100,None
4484,타워4층약국,"서울특별시 양천구 목동동로 293, 현대41타워 4층 412호 (목동)",02-6332-4545,Y,N,1430,None
4485,타워약국,"서울특별시 구로구 디지털로 288, 1층 104호 (구로동, 대륭포스트타워1차)",02-868-3878,Y,N,1300,None
4486,타워약국,서울특별시 영등포구 63로 36 ,02-769-1505,Y,Y,1800,1700
4487,타워약국,"서울특별시 성동구 상원1길 26, 서울숲A타워 109호 (성수동1가)",02-6077-7142,Y,N,1430,None
4488,타워약국,"서울특별시 중랑구 봉화산로 194, 710호 (신내동, 신아타운)",02-3423-2077,Y,N,1500,None
4489,타워약국,"서울특별시 중구 퇴계로 447, B동 318호 (황학동, 황학 아크로타워)",02-2235-1876,Y,N,1400,None
4490,타워약국,"서울특별시 강남구 도산대로 107, 1층 (신사동)",02-543-5759,Y,N,2200,None
4491,타워온누리약국,"서울특별시 강북구 도봉로 358, 2층 201호 (번동, 코스타타워)",02-903-7578,Y,N,1600,None
4492,타임약국,"서울특별시 강남구 선릉로 431, 에스케이허브오피스텔 1층 (역삼동)",02-539-0201,Y,N,1830,None
4493,타조약국,"서울특별시 강남구 삼성로 707, 1층(청담동,청담빌딩)",02-3445-0997,Y,N,1700,None
4494,탑약국,"서울특별시 강남구 언주로 627, 1층 (논현동)",02-6191-0020,Y,N,1600,None
4495,태극약국,"서울특별시 강동구 아리수로76길 38, 1층 (고덕동)",02-426-3696,Y,N,2100,None
4496,태능삼호약국,"서울특별시 노원구 화랑로 425-47, 1층 (공릉동)",02-972-5343,Y,N,1530,None
4497,태능약국,"서울특별시 노원구 공릉로 99, 서울동아의원 1층 (공릉동)",02-971-0601,Y,N,1500,None
4498,태령약국,"서울특별시 영등포구 신길로 157, 1층 (신길동)",02-832-0514,Y,Y,2100,2000
4499,태릉프라자약국,"서울특별시 중랑구 중랑역로 51, 태능프라자약국 1층 (중화동)",02-2208-0922,Y,Y,2000,1900
4500,태리약국,"서울특별시 광진구 능동로 313, 1층 (중곡동)",02-467-7895,Y,Y,1800,1900
4501,태림약국,서울특별시 관악구 장군봉2길 2 (봉천동),02-882-9961,Y,N,2000,None
4502,태양당약국,"서울특별시 관악구 국회단지길 10, 1층 (봉천동)",02-883-2176,Y,N,2130,None
4503,태양당약국,"서울특별시 도봉구 시루봉로15길 36, (방학동)",02-3493-0664,Y,Y,2100,1800
4504,태양약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 1층 148호 (서초동)",02-3442-4492,Y,Y,2025,1900
4505,태양약국,"서울특별시 강동구 양재대로 1637, 105호(명일동)",02-3427-0652,Y,N,2100,None
4506,태양약국,"서울특별시 강서구 등촌로13길 31, (화곡동)",02-2651-9504,Y,Y,2200,2200
4507,태양약국,서울특별시 구로구 경인로 191 (오류동),02-2685-1017,Y,Y,2200,2200
4508,태양약국,"서울특별시 도봉구 도봉로 479, (쌍문동)",02-902-0682,Y,Y,2230,2200
4509,태양프라자약국,"서울특별시 노원구 덕릉로 773, 상계이씨빌딩 1층 (상계동)",02-934-4727,Y,N,1400,None
4510,태영약국,"서울특별시 구로구 새말로 89, 108,109호 (구로동)",02-858-5597,Y,Y,1600,1300
4511,태영프라자약국,서울특별시 구로구 경인로59길 8 (신도림동),02-2068-5733,Y,N,1600,None
4512,태창온누리약국,서울특별시 관악구 쑥고개로 126-1 (봉천동),02-889-6599,Y,N,2200,None
4513,태평양리드팜약국,서울특별시 은평구 응암로 235  (응암동),02-307-7003,Y,N,2100,None
4514,태평양약국,서울특별시 금천구 금하로25길 1 (시흥동),02-808-9300,Y,N,2100,None
4515,태평양약국,"서울특별시 강서구 등촌로 71, 1층 (등촌동)",02-2652-7214,Y,N,1400,None
4516,태평양약국,"서울특별시 중랑구 망우로 413, 삼영빌딩 (망우동)",02-438-6250,Y,Y,1800,1800
4517,태평양약국,"서울특별시 광진구 자양로 48, 1층 (자양동)",02-444-2539,Y,N,1600,None
4518,태평양약국,서울특별시 성북구 보국문로16길 31 (정릉동),02-919-2525,Y,Y,2200,2200
4519,태평양약국,"서울특별시 종로구 수표로20길 43, 1층 (종로3가)",02-2274-6228,Y,Y,1900,1900
4520,태평양약국,서울특별시 구로구 경서로 6 (고척동),02-2684-2324,Y,N,1400,None
4521,태평양약국,"서울특별시 동작구 사당로 227, 1층 (사당동, 태평약국)",02-3477-9477,Y,N,1530,None
4522,태평양약국,"서울특별시 마포구 홍익로 1, 1층 (서교동)",02-322-8344,Y,Y,2300,2300
4523,태평양약국,"서울특별시 서초구 중앙로 582, 103호 (우면동, 서초타워)",02-575-7220,Y,Y,2200,2200
4524,태평양약국,서울특별시 송파구 석촌호수로 100 (잠실동),02-2202-0949,Y,Y,1500,2100
4525,태평양약국,"서울특별시 관악구 남부순환로 1591, 1층 (신림동)",02-878-5109,Y,Y,2200,2130
4526,태평양약국,"서울특별시 은평구 통일로 863, (갈현동)",02-383-1178,Y,N,1800,None
4527,태평양온누리약국,"서울특별시 양천구 신월로 314, 1층 (신정동)",02-2652-9007,Y,Y,2130,2100
4528,태화약국,"서울특별시 성동구 아차산로7길 2, (성수동2가)",02-465-4971,Y,N,1500,None
4529,테라약국,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 216호 (문정동)",02-2054-3869,Y,N,1400,None
4530,테마프라자약국,"서울특별시 양천구 목동서로 389, 101호(신정동,테마상가)",02-2642-4487,Y,N,2100,None
4531,테헤란건강약국,서울특별시 강남구 선릉로86길 17  (대치동),02-556-4166,Y,Y,2000,1930
4532,텐즈힐약국,서울특별시 성동구 마장로 137,02-2297-9996,Y,N,1430,None
4533,토마스약국,서울특별시 금천구 시흥대로112길 6,02-855-3843,Y,Y,2200,2200
4534,통일로약국,"서울특별시 중랑구 용마산로 435, 통일로약국 1층 (면목동)",02-437-2139,Y,N,1930,None
4535,트램온누리약국,"서울특별시 송파구 위례광장로 136, E동 205층 (장지동, 위례아이파크)",02-403-0020,Y,N,1500,None
4536,트리스약국,서울특별시 강남구 언주로147길 6  (논현동),02-541-4545,Y,N,1700,None
4537,트리지움자연약국,"서울특별시 송파구 석촌호수로 61, 트리지움 5층 514-2호 (잠실동)",070-7562-8231,Y,Y,1500,1400
4538,트리풀약국,"서울특별시 송파구 송파대로 345, 1A동 3011호 (가락동, 헬리오시티)",02-6338-7745,Y,Y,1400,1300
4539,트리플약국,서울특별시 강남구 도산대로 108 (논현동) 1층 일부,02-517-5256,Y,N,1900,None
4540,튼튼약국,"서울특별시 도봉구 방학로 169, 1층 (방학동)",02-3492-2828,Y,N,2000,None
4541,튼튼약국,서울특별시 관악구 신원로 16 (신림동),02-856-0528,Y,N,1300,None
4542,튼튼약국,서울특별시 종로구 창경궁로34길 18-5,02-762-2323,Y,N,1330,None
4543,튼튼약국,"서울특별시 동작구 사당로 215, 서림빌딩 112호 (사당동)",02-599-9297,Y,Y,2000,1800
4544,튼튼약국,"서울특별시 강동구 아리수로93나길 50, MK프라자 109호 (강일동)",02-426-2799,Y,N,1600,None
4545,튼튼약국,"서울특별시 은평구 진흥로 133, 1층 101호 (대조동)",02-356-7950,Y,N,1600,None
4546,튼튼약국,"서울특별시 강서구 공항대로 103, 1동 205호 (마곡동)",02-2664-0929,Y,N,1300,None
4547,튼튼약국,서울특별시 서대문구 수색로 100,02-304-1179,Y,N,1300,None
4548,튼튼약국,"서울특별시 중랑구 면목로 358, 1층 (면목동)",02-435-6985,N,Y,None,2200
4549,튼튼약국,"서울특별시 광진구 뚝섬로 590, 아주빌딩 1층 (자양동)",02-456-1139,Y,N,1300,None
4550,튼튼약국,"서울특별시 마포구 대흥로24길 24, A동 B2층 203호 (염리동)",02-704-5921,Y,N,1400,None
4551,튼튼약국,"서울특별시 영등포구 경인로 846, 영등포 민자역사 백화점동 지하1층 (영등포동)",02-2614-6077,Y,Y,2030,2030
4552,튼튼약국,"서울특별시 강남구 광평로 196, 202호 (수서동, 제이스프라자)",02-451-9111,Y,N,1330,None
4553,튼튼약국,"서울특별시 송파구 오금로 247, 건양빌딩 1층 (방이동)",02-413-7978,Y,N,1800,None
4554,튼튼약국,서울특별시 성동구 무학로 33,02-2282-7525,Y,N,1500,None
4555,튼튼온누리약국,"서울특별시 강동구 올림픽로 732, 1층 2호 (천호동)",02-486-1380,Y,Y,1700,1700
4556,튼튼온누리약국,서울특별시 구로구 디지털로32가길 25 101호 (구로동),02-2135-3372,Y,N,1400,None
4557,튼튼온누리약국,"서울특별시 노원구 수락산로 232, 미네르바빌딩 102호 (상계동)",02-936-8825,Y,N,1500,None
4558,튼튼온누리약국,"서울특별시 광진구 아차산로 450-2, 1층 (구의동)",02-447-2999,Y,N,1400,None
4559,튼튼온누리약국,"서울특별시 금천구 시흥대로 291, 271호 (독산동, 금천롯데캐슬골드파크3차)",02-808-5858,Y,N,1500,None
4560,튼튼중앙약국,"서울특별시 강남구 개포로 615, 석탑프라자 305-1호 (개포동)",02-451-0530,Y,N,1500,None
4561,튼튼하나약국,"서울특별시 동대문구 답십리로 259, 1층 (장안동)",02-2215-6388,Y,N,1430,None
4562,티파니약국,"서울특별시 서초구 고무래로 18, 1층 (반포동)",02-592-2979,Y,N,1700,None
4563,파낙스약국,"서울특별시 강남구 논현로 629, 파낙스빌딩 1층 (논현동)",02-518-8766,Y,N,1300,None
4564,파란문약국,"서울특별시 종로구 송월길 155, 1층 4112~3호 (교북동, 경희궁자이 4단지)",02-723-6209,Y,Y,2000,2000
4565,파란약국,"서울특별시 동작구 남부순환로 2057, 3층 (사당동)",02-522-4230,Y,N,1300,None
4566,파란약국,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 101호 (성내동)",02-484-2479,Y,N,1600,None
4567,파란하늘약국,"서울특별시 성북구 성북로4길 52, 417동 501호 (돈암동, 한신한진아파트제상가)",02-929-8723,Y,N,2100,None
4568,파랑새약국,"서울특별시 동작구 상도로 81, 지하1층 (대방동)",02-824-5150,Y,N,1600,None
4569,파랑새약국,서울특별시 강남구 일원로 47,02-3412-1555,Y,N,1300,None
4570,파랑새약국,"서울특별시 종로구 대학로 121, 1호, 2호 (명륜4가)",02-743-7735,Y,Y,2200,2200
4571,파마시아약국,"서울특별시 서초구 강남대로85길 9, 1층 (반포동)",02-2135-4724,Y,N,1430,None
4572,파마트엘지약국,"서울특별시 마포구 양화로 156, 116호(동교동,엘지팰리스빌딩)",02-326-1678,Y,N,2100,None
4573,파마트열린약국,서울특별시 도봉구 해등로 218,02-990-3367,Y,N,1600,None
4574,파스텔약국,"서울특별시 서초구 신반포로33길 27, 파스텔프라자 103호 (잠원동)",02-537-6787,Y,N,1400,None
4575,파인루체이층약국,"서울특별시 영등포구 여의대방로69길 19, 힐스에비뉴상가 2층 209호 (여의도동)",02-780-2209,Y,N,1430,None
4576,파인약국,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",02-336-3301,Y,Y,1800,1800
4577,파크리오오렌지약국,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 5층 516호 (신천동)",02-417-1369,Y,N,1500,None
4578,파크약국,"서울특별시 강남구 도산대로50길 9, 1층 (논현동, 청석빌딩)",02-3443-5561,Y,N,2100,None
4579,파크약국,"서울특별시 서대문구 증가로 150, DMC2차아이파크상가 B205호 (남가좌동)",02-372-3585,Y,N,1430,None
4580,파크온누리약국,"서울특별시 광진구 천호대로 666, 그랜드파크 오피스텔 지하1층 B105-2호 (구의동)",02-447-0708,Y,N,1400,None
4581,파크원온누리약국,"서울특별시 영등포구 여의대로 108, 파크원 2층 (여의도동)",02-2118-0149,Y,N,1400,None
4582,판도라숭례문약국,"서울특별시 중구 세종대로 13, 1층 (남대문로5가)",02-3789-2638,Y,N,1600,None
4583,팜그린약국,"서울특별시 용산구 청파로 74, 전자랜드 1층 A147호 (한강로3가)",02-3273-1553,Y,N,1930,None
4584,팜메이트난곡종합약국,서울특별시 관악구 난곡로35길 2 (신림동),02-838-2527,Y,N,1700,None
4585,팜메이트대학당약국,"서울특별시 서초구 서초중앙로22길 40, (서초동)",02-585-3092,Y,N,2000,None
4586,팜메이트하나로약국,"서울특별시 양천구 오목로 68, (신월동)",02-2699-1461,Y,N,1300,None
4587,팜빌편안약국,"서울특별시 양천구 목동중앙본로 40, 1층 (목동)",02-2645-3130,Y,N,1500,None
4588,팜스약국,"서울특별시 강남구 논현로 509, 1층 (역삼동)",02-552-8284,Y,N,1400,None
4589,팜스토리약국,"서울특별시 은평구 은평로 111, 은평이마트 8층 (응암동)",02-356-8352,Y,Y,2000,1800
4590,팜약국,서울특별시 영등포구 국제금융로2길 7,02-783-4920,Y,N,1500,None
4591,팜엑스약국,서울특별시 강남구 봉은사로 524  (삼성동),02-6002-3060,Y,Y,2200,2200
4592,팜케어건강약국,"서울특별시 성북구 돌곶이로 60, 1층 (석관동)",02-957-2583,Y,N,1530,None
4593,팜코리아약국,"서울특별시 중랑구 면목로 352, (면목동)",02-433-8421,Y,Y,2100,1900
4594,팜코리아약국,"서울특별시 도봉구 도봉로 733, 1층 (도봉동)",02-955-7017,Y,N,2200,None
4595,팜코리아약국,"서울특별시 도봉구 도봉로 733, 1층 (도봉동)",02-955-7017,Y,Y,2200,1900
4596,팜코리아약국,"서울특별시 양천구 등촌로 26, 1층 101호 (목동)",02-2648-8003,Y,N,2000,None
4597,팜코리아약국,서울특별시 송파구 가락로 99 (석촌동),02-424-6167,Y,N,2200,None
4598,팜팜약국,"서울특별시 동작구 여의대방로 250, 104호 (대방동, 대림쇼핑)",02-827-0686,Y,N,1800,None
4599,팜프라자약국,"서울특별시 영등포구 여의나루로 50, 한국교직원공제회관 B1층 3호 (여의도동)",02-761-6700,Y,N,1300,None
4600,팜프라자약국,서울특별시 관악구 신림로 150 (신림동),02-872-4002,Y,N,1700,None
4601,팜프라자약국,"서울특별시 노원구 동일로 1066, 1층 (공릉동)",02-6396-3003,Y,Y,2200,2200
4602,팜프라자약국,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 (진관동)",02-6975-5424,Y,Y,2100,2100
4603,팜프라자약국,서울특별시 동작구 남부순환로 2055 (사당동),02-523-9496,Y,Y,1600,1200
4604,팜플러스약국,"서울특별시 송파구 송파대로28길 43, 1층 101-2호 (가락동, 송파KCC웰츠타워 101-2호)",02-431-9655,Y,Y,2100,2100
4605,팜필리아약국,"서울특별시 중랑구 동일로 932, 202동 216,217호 (묵동)",02-948-0204,Y,N,1400,None
4606,팰리스약국,서울특별시 마포구 마포대로 143 (공덕동),02-719-5472,Y,N,1400,None
4607,퍼스널케어약국,"서울특별시 강남구 언주로 118, 1층 128호 (도곡동, 우성캐릭터199)",02-578-8994,Y,N,2200,None
4608,퍼스트송파약국,"서울특별시 송파구 오금로 300, 김해빌딩 1층 103호 (가락동)",02-6012-5107,Y,N,1700,None
4609,퍼스트약국,서울특별시 강남구 삼성로 155,02-565-3501,Y,N,2000,None
4610,퍼스트케어약국,"서울특별시 서초구 강남대로 381, 두산베어스텔 304호 (서초동)",02-597-8979,Y,N,1400,None
4611,펜타약국,"서울특별시 강북구 도봉로 지하50, 미아사거리역 B1층 416-115호 (미아동)",02-501-7337,Y,Y,2200,2100
4612,편안한약국,"서울특별시 중랑구 사가정로 398, JS빌딩 1층 (면목동)",02-495-1050,Y,Y,1600,1300
4613,편한M약국,"서울특별시 관악구 신림로 318, 1층 101호 (신림동, 청암두산위브센티움)",02-882-0072,Y,N,1800,None
4614,편한약국,"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 1층 47호 (한강로3가)",02-793-8887,Y,N,2100,None
4615,평강상록수약국,서울특별시 노원구 동일로 1545  (상계동),02-935-6644,Y,Y,2100,1900
4616,평강약국,"서울특별시 서초구 서초중앙로24길 55 (서초동, 중앙서초플라자)",070-7458-0303,Y,N,1600,None
4617,평안약국,"서울특별시 성동구 고산자로8길 22, 117호 (행당동,레몬프라자)",02-2294-8111,Y,N,1900,None
4618,평제약국,서울특별시 동대문구 약령시로 51 (제기동),02-963-6919,Y,N,1500,None
4619,평화약국,"서울특별시 동작구 남부순환로 2059, 1층 (사당동)",02-582-5353,Y,Y,2200,2030
4620,평화약국,서울특별시 은평구 불광로 8 (대조동),02-6339-3944,Y,Y,1800,1800
4621,평화약국,"서울특별시 중구 남대문시장길 21, 1층 (남대문로4가)",02-755-6059,Y,Y,1900,1700
4622,평화약국,"서울특별시 강서구 강서로 259, 우장산역엠버리움빌딩 103호 (내발산동)",02-2601-4308,Y,Y,1600,1700
4623,평화약국,"서울특별시 중구 동호로 180, 대승빌딩 202호 (신당동)",02-2233-0373,Y,Y,1430,1200
4624,평화약국,서울특별시 중랑구 면목로 418 (면목동),02-439-0709,Y,N,2000,None
4625,평화약국,서울특별시 서대문구 증가로 226,02-304-5181,Y,N,1730,None
4626,평화약국,"서울특별시 관악구 남부순환로 1784, 1층 (봉천동)",02-885-3575,Y,N,2100,None
4627,평화약국,"서울특별시 송파구 양재대로 932, 5층 7호 (가락동, 가락동도매시장 내 가락몰업무동)",02-407-2218,Y,N,1430,None
4628,평화약국,"서울특별시 마포구 양화로 64, 서교제일빌딩 2층 202호 (서교동)",02-336-6307,Y,N,1430,None
4629,포도나무약국,"서울특별시 영등포구 선유로 70, 우리벤처타운2 2동 2층 209-1호 (문래동3가)",02-2679-5100,Y,Y,1400,1400
4630,포도나무약국,"서울특별시 송파구 송파대로32길 15, 209호 (가락동, 가락금호아파트)",02-406-7990,Y,N,1400,None
4631,포도약국,"서울특별시 마포구 마포대로 44, 진도빌딩 1층 (도화동)",050-4403-7703,Y,N,1300,None
4632,포레나약국,"서울특별시 영등포구 국회대로50길 20, 215호 (영등포동7가, 포레나 영등포 센트럴)",02-6012-2636,Y,Y,1300,1300
4633,포레스트약국,"서울특별시 중랑구 봉화산로 301, 511동 지하1층 105호 (망우동, 신내역 힐데스하임 참좋은아파트)",02-6949-0227,Y,N,1400,None
4634,포레약국,"서울특별시 강남구 도산대로 134, 지하2층 일부호 (논현동)",02-543-2007,Y,N,1800,None
4635,포인트약국,서울특별시 강남구 도산대로 118,02-547-3196,Y,N,1700,None
4636,푸르지오약국,"서울특별시 동대문구 왕산로 86, 푸르지오시티오피스텔동 1층 101호 (용두동)",02-928-7600,Y,N,1500,None
4637,푸르지오약국,"서울특별시 관악구 청림6길 3, 202호 (봉천동, 관악푸르지오아파트상가)",02-882-2177,Y,N,1400,None
4638,푸르지오진흥약국,서울특별시 강동구 명일로 167,02-482-0179,Y,Y,1900,1900
4639,푸른바다약국,"서울특별시 강동구 명일로 180, 진규빌딩 103호 (둔촌동)",02-489-6768,Y,N,1400,None
4640,푸른바다약국,서울특별시 노원구 화랑로 337,02-941-3838,N,Y,None,1500
4641,푸른바다약국,"서울특별시 노원구 화랑로 337, 106호, 107호 (월계동, 인현빌딩)",02-941-3838,N,Y,None,1500
4642,푸른소나무약국,"서울특별시 종로구 삼봉로 81, 207호 (수송동, 두산위브파빌리온)",02-2198-5333,Y,N,1300,None
4643,푸른솔약국,"서울특별시 노원구 공릉로58가길 14, 1층(하계동)",02-977-7267,Y,N,1600,None
4644,푸른솔약국,서울특별시 은평구 통일로87길 12 (갈현동),02-389-2999,Y,N,1500,None
4645,푸른솔약국,"서울특별시 중랑구 봉우재로 66, 103,104호 (면목동)",02-2207-6464,Y,N,2000,None
4646,푸른솔약국,"서울특별시 서초구 서초대로 317, 1층(서초동,건원빌딩)",02-532-7820,Y,N,2100,None
4647,푸른약국,서울특별시 관악구 난곡로 351 (신림동),02-851-2525,Y,N,1600,None
4648,푸른약국,"서울특별시 중구 명동8길 47, (충무로2가)",02-775-7428,Y,N,2200,None
4649,푸른약국,서울특별시 중랑구 봉우재로 40 (면목동),02-437-8949,Y,N,1900,None
4650,푸른약국,서울특별시 서대문구 거북골로 67  (남가좌동),02-373-0547,Y,N,1900,None
4651,푸른약국,"서울특별시 은평구 서오릉로 203, (구산동)",02-358-8141,Y,N,1330,None
4652,푸른약국,"서울특별시 용산구 후암로 41, 1층 (후암동)",02-3789-1460,Y,N,1600,None
4653,푸른약국,서울특별시 강서구 공항대로41길 65 (등촌동),02-2063-3997,Y,N,1300,None
4654,푸른약국,"서울특별시 송파구 백제고분로 279, 1층 (석촌동)",02-554-4458,Y,N,2000,None
4655,푸른약국,"서울특별시 서초구 서초대로 3-4, 1층 101-3호(방배동,방배디오슈페리움)",02-599-5388,Y,N,1600,None
4656,푸른약국,서울특별시 강북구 삼양로 309 (수유동),02-989-1801,Y,N,1300,None
4657,푸른약국,서울특별시 동작구 상도로 93 (상도동),02-813-1233,Y,N,1600,None
4658,푸른약국,"서울특별시 마포구 마포대로 190, 1층 (공덕동)",02-704-4516,Y,N,1600,None
4659,푸른약국,"서울특별시 구로구 남부순환로 775, 상가106동 103호 (개봉동, 개봉푸르지오)",02-2689-9856,Y,N,1400,None
4660,푸른약국,"서울특별시 성동구 아차산로 41, 2층(성수동1가,삼성빌딩)",02-469-9700,Y,Y,1400,1200
4661,푸른약국,"서울특별시 노원구 한글비석로 264, 중계그랜드프라자 3층 312호 (중계동)",02-935-4167,Y,N,1700,None
4662,푸른약국,"서울특별시 강동구 구천면로 305, (천호동,덕송빌딩)",02-473-0437,Y,N,1400,None
4663,푸른온누리약국,"서울특별시 강서구 방화대로34길 92, 불해빌딩 1층 (방화동)",02-2664-6643,Y,N,1830,None
4664,푸른온누리약국,"서울특별시 강남구 도산대로 511, 1층 102호 (청담동)",02-3442-7003,Y,N,1600,None
4665,푸른온누리약국,"서울특별시 서초구 바우뫼로35길 22, 1층 (양재동)",02-571-8279,Y,Y,2100,2100
4666,푸른온누리약국,서울특별시 종로구 새문안로 19 (평동),02-720-0333,Y,Y,1330,1330
4667,푸른온누리약국,"서울특별시 광진구 천호대로 527 (중곡동, 거산빌딩)",02-466-7675,Y,N,1700,None
4668,푸른온누리약국,"서울특별시 서대문구 문화촌길 6, 승희빌딩 1층 (홍제동)",02-395-3523,Y,N,1500,None
4669,푸름약국,"서울특별시 서대문구 연희로 119, 1층 (연희동)",02-3143-3030,Y,N,1530,None
4670,풍경약국,"서울특별시 금천구 시흥대로 426, 영진빌딩 1층 (독산동)",02-869-6888,Y,N,1400,None
4671,풍납라파약국,서울특별시 송파구 바람드리길 33 (풍납동),02-488-8878,Y,N,2100,None
4672,풍전약국,서울특별시 용산구 원효로25길 31 (원효로4가),02-719-6833,Y,N,1400,None
